"subjID"	"trial"	"choice"	"outcome"
51	47	2	1
51	48	2	1
51	49	2	1
51	50	2	1
51	51	1	-1
51	52	2	1
51	53	2	1
51	54	2	1
51	55	2	1
51	56	2	-1
51	57	2	1
51	58	2	-1
51	59	2	-1
51	60	2	1
51	61	1	-1
51	62	2	1
51	63	1	1
51	64	2	-1
51	65	2	1
51	66	2	1
51	67	2	1
51	68	1	-1
51	69	2	1
51	70	2	1
51	71	2	1
51	72	1	1
51	73	1	1
51	74	2	-1
51	75	1	1
51	76	1	1
51	77	2	1
51	78	2	1
51	79	1	-1
51	80	2	1
51	81	2	1
51	82	2	-1
51	83	1	1
51	84	2	1
51	85	1	-1
51	86	2	1
51	87	1	1
51	88	1	1
51	89	2	1
51	90	2	1
51	91	2	1
51	92	2	-1
51	93	2	1
51	94	2	-1
51	95	1	-1
51	96	1	-1
51	97	2	-1
51	98	1	-1
51	99	2	1
51	100	1	-1
52	1	2	1
52	2	1	-1
52	3	2	1
52	4	2	-1
52	5	2	1
52	6	2	1
52	7	1	1
52	8	2	-1
52	9	2	1
52	10	2	1
52	11	1	-1
52	12	1	-1
52	13	1	-1
52	14	1	-1
52	15	2	-1
52	16	2	-1
52	17	2	-1
52	18	1	-1
52	19	2	1
52	20	2	1
52	21	2	-1
52	22	1	-1
52	23	2	1
52	24	2	-1
52	25	1	1
52	26	2	-1
52	27	1	-1
52	28	2	1
52	29	2	1
52	30	2	1
52	31	2	1
52	32	2	-1
52	33	2	1
52	34	2	1
52	35	1	-1
52	36	1	1
52	37	1	-1
52	38	1	-1
52	39	2	1
52	40	2	-1
52	41	1	-1
52	42	2	1
52	43	2	1
52	44	1	-1
52	45	2	1
52	46	2	1
52	47	2	1
52	48	2	1
52	49	2	1
52	50	2	1
52	51	2	1
52	52	2	1
52	53	2	1
52	54	1	1
52	55	2	1
52	56	2	1
52	57	2	-1
52	58	1	-1
52	59	2	-1
52	60	2	1
52	61	2	-1
52	62	1	-1
52	63	2	1
52	64	2	1
52	65	2	1
52	66	2	1
52	67	2	1
52	68	1	-1
52	69	2	-1
52	70	2	1
52	71	2	1
52	72	1	-1
52	73	2	-1
52	74	2	1
52	75	2	1
52	76	2	1
52	77	1	-1
52	78	2	-1
52	79	2	1
52	80	2	1
52	81	2	1
52	82	1	1
52	83	2	1
52	84	2	1
52	85	2	1
52	86	2	1
52	87	2	1
52	88	2	1
52	89	2	1
52	90	1	1
52	91	2	1
52	92	2	1
52	93	1	1
52	94	1	-1
52	95	2	1
52	96	2	1
52	97	2	1
52	98	2	1
52	99	1	-1
52	100	2	1
53	1	1	1
53	2	1	-1
53	3	2	1
53	4	2	1
53	5	2	1
53	6	2	1
53	7	2	1
53	8	2	1
53	9	2	1
53	10	2	1
53	11	2	-1
53	12	2	1
53	13	1	1
53	14	2	1
53	15	1	1
53	16	2	1
53	17	2	-1
53	18	2	1
53	19	2	-1
53	20	2	1
53	21	2	1
53	22	1	-1
53	23	1	-1
53	24	2	1
53	25	2	-1
53	26	2	-1
53	27	2	1
53	28	2	1
53	29	2	1
53	30	2	1
53	31	2	1
53	32	2	1
53	33	2	1
53	34	2	1
53	35	2	-1
53	36	2	1
53	37	2	1
53	38	2	1
53	39	2	1
53	40	1	1
53	41	2	1
53	42	2	1
53	43	2	1
53	44	2	1
53	45	1	1
53	46	2	1
53	47	1	-1
53	48	1	1
53	49	2	-1
53	50	1	-1
53	51	2	1
53	52	2	1
53	53	1	1
53	54	2	1
53	55	2	1
53	56	1	-1
53	57	1	-1
53	58	2	1
53	59	2	1
53	60	1	1
53	61	2	1
53	62	2	1
53	63	2	1
53	64	2	1
53	65	2	-1
53	66	2	1
53	67	1	1
53	68	2	1
53	69	2	1
53	70	2	1
53	71	2	1
53	72	2	1
53	73	2	-1
53	74	1	1
53	75	1	1
53	76	1	-1
53	77	1	-1
53	78	2	1
53	79	2	1
53	80	1	1
53	81	2	1
53	82	2	1
53	83	2	-1
53	84	2	1
53	85	2	1
53	86	2	1
53	87	2	-1
53	88	2	1
53	89	1	-1
53	90	1	1
53	91	2	-1
53	92	1	1
53	93	1	1
53	94	2	1
53	95	2	1
53	96	2	1
53	97	1	-1
53	98	2	1
53	99	2	1
53	100	2	1
54	1	1	-1
54	2	2	1
54	3	2	1
54	4	2	1
54	5	2	1
54	6	2	1
54	7	2	1
54	8	2	1
54	9	2	-1
54	10	2	1
54	11	2	1
54	12	2	-1
54	13	2	1
54	14	1	1
54	15	2	1
54	16	2	1
54	17	2	1
54	18	1	1
54	19	1	1
54	20	1	-1
54	21	2	1
54	22	2	1
54	23	1	-1
54	24	2	1
54	25	1	-1
54	26	2	1
54	27	2	1
54	28	2	1
54	29	2	1
54	30	2	1
54	31	1	1
54	32	2	1
54	33	2	1
54	34	2	1
54	35	2	1
54	36	1	1
54	37	2	-1
54	38	1	-1
54	39	1	1
54	40	2	1
54	41	1	-1
54	42	1	1
54	43	2	1
54	44	2	1
54	45	2	1
54	46	1	1
54	47	2	1
54	48	1	1
54	49	2	1
54	50	2	1
54	51	2	-1
54	52	2	1
54	53	2	1
54	54	1	1
54	55	2	1
54	56	1	-1
54	57	2	1
54	58	2	1
54	59	1	1
54	60	2	-1
54	61	1	-1
54	62	1	1
54	63	1	-1
54	64	2	-1
54	65	1	-1
54	66	1	1
54	67	2	1
54	68	1	-1
54	69	2	1
54	70	2	1
54	71	2	1
54	72	2	1
54	73	1	1
54	74	2	1
54	75	1	1
54	76	2	-1
54	77	1	1
54	78	2	1
54	79	2	1
54	80	2	1
54	81	1	-1
54	82	2	1
54	83	2	1
54	84	1	1
54	85	2	1
54	86	2	1
54	87	1	-1
54	88	1	-1
54	89	2	-1
54	90	2	-1
54	91	1	-1
54	92	2	1
54	93	2	1
54	94	2	1
54	95	2	1
54	96	1	1
54	97	2	1
54	98	2	1
54	99	2	1
54	100	2	-1
55	1	1	1
55	2	1	1
55	3	1	1
55	4	1	1
55	5	2	1
55	6	2	1
55	7	2	1
55	8	2	1
55	9	1	-1
55	10	2	1
55	11	2	1
55	12	2	-1
55	13	1	-1
55	14	2	1
55	15	1	-1
55	16	1	1
55	17	2	1
55	18	2	1
55	19	2	1
55	20	2	1
55	21	1	1
55	22	2	1
55	23	2	1
55	24	2	-1
55	25	1	1
55	26	1	1
55	27	1	1
55	28	2	-1
55	29	1	1
55	30	1	1
55	31	1	-1
55	32	1	-1
55	33	1	-1
55	34	2	1
55	35	2	1
55	36	1	-1
55	37	2	-1
55	38	1	-1
55	39	1	-1
55	40	2	1
55	41	2	-1
55	42	2	1
55	43	1	1
55	44	2	1
55	45	1	1
55	46	2	1
55	47	2	1
55	48	2	1
55	49	2	1
55	50	2	1
55	51	2	1
55	52	2	1
55	53	2	1
55	54	2	1
55	55	2	-1
55	56	1	-1
55	57	1	-1
55	58	2	1
55	59	2	1
55	60	2	-1
55	61	1	-1
55	62	2	-1
55	63	1	1
55	64	1	1
55	65	1	-1
55	66	2	-1
55	67	2	1
55	68	2	1
55	69	1	-1
55	70	2	1
55	71	2	1
55	72	1	-1
55	73	2	1
55	74	2	1
55	75	2	1
55	76	2	1
55	77	2	1
55	78	2	1
55	79	2	1
55	80	2	-1
55	81	2	1
55	82	2	-1
55	83	2	-1
55	84	1	1
55	85	1	-1
55	86	2	1
55	87	2	1
55	88	1	-1
55	89	2	-1
55	90	2	-1
55	91	2	1
55	92	2	1
55	93	2	-1
55	94	1	-1
55	95	2	1
55	96	2	1
55	97	2	1
55	98	2	1
55	99	2	1
55	100	2	1
56	1	1	-1
56	2	1	1
56	3	2	1
56	4	2	1
56	5	2	1
56	6	2	1
56	7	2	1
56	8	2	1
56	9	2	1
56	10	2	1
56	11	2	1
56	12	2	1
56	13	2	-1
56	14	2	1
56	15	2	1
56	16	2	1
56	17	2	1
56	18	1	-1
56	19	1	-1
56	20	2	-1
56	21	1	1
56	22	1	1
56	23	2	-1
56	24	1	1
56	25	1	-1
56	26	1	1
56	27	1	1
56	28	2	1
56	29	1	-1
56	30	2	1
56	31	1	1
56	32	1	-1
56	33	2	1
56	34	1	-1
56	35	2	-1
56	36	1	1
56	37	2	1
56	38	2	-1
56	39	2	1
56	40	2	1
56	41	2	1
56	42	2	1
56	43	2	1
56	44	2	1
56	45	2	-1
56	46	2	-1
56	47	1	1
56	48	1	1
56	49	1	1
56	50	1	-1
56	51	2	-1
56	52	2	1
56	53	1	-1
56	54	2	1
56	55	2	1
56	56	2	1
56	57	2	1
56	58	2	1
56	59	2	1
56	60	2	1
56	61	2	1
56	62	1	1
56	63	2	-1
56	64	2	1
56	65	2	1
56	66	2	1
56	67	2	1
56	68	1	-1
56	69	2	1
56	70	2	-1
56	71	2	1
56	72	1	-1
56	73	2	1
56	74	2	1
56	75	2	1
56	76	2	-1
56	77	2	1
56	78	2	1
56	79	2	1
56	80	1	-1
56	81	1	1
56	82	2	-1
56	83	2	1
56	84	1	-1
56	85	1	-1
56	86	1	-1
56	87	2	-1
56	88	2	-1
56	89	2	1
56	90	2	-1
56	91	2	1
56	92	2	-1
56	93	2	-1
56	94	2	1
56	95	2	-1
56	96	2	-1
56	97	1	1
56	98	1	-1
56	99	1	1
56	100	1	-1
57	1	1	1
57	2	2	1
57	3	1	-1
57	4	2	1
57	5	2	-1
57	6	2	-1
57	7	2	1
57	8	1	1
57	9	2	1
57	10	2	1
57	11	2	1
57	12	1	-1
57	13	2	-1
57	14	2	1
57	15	1	-1
57	16	1	-1
57	17	2	1
57	18	1	1
57	19	1	-1
57	20	2	1
57	21	1	1
57	22	2	1
57	23	1	1
57	24	1	-1
57	25	2	1
57	26	1	-1
57	27	2	1
57	28	2	-1
57	29	2	1
57	30	1	1
57	31	2	1
57	32	2	-1
57	33	1	1
57	34	2	1
57	35	2	1
57	36	2	1
57	37	2	1
57	38	2	1
57	39	2	-1
57	40	2	1
57	41	2	1
57	42	2	-1
57	43	2	1
57	44	2	1
57	45	2	1
57	46	2	1
57	47	1	-1
57	48	2	1
57	49	1	-1
57	50	2	1
57	51	2	1
57	52	2	1
57	53	2	1
57	54	2	1
57	55	2	1
57	56	2	1
57	57	2	-1
57	58	2	-1
57	59	2	1
57	60	2	-1
57	61	1	-1
57	62	2	1
57	63	2	1
57	64	2	1
57	65	2	1
57	66	2	1
57	67	2	1
57	68	2	1
57	69	2	1
57	70	2	1
57	71	2	1
57	72	2	1
57	73	2	1
57	74	2	1
57	75	2	1
57	76	2	1
57	77	2	1
57	78	2	-1
57	79	2	1
57	80	2	1
57	81	2	-1
57	82	2	1
57	83	2	1
57	84	2	1
57	85	2	-1
57	86	2	1
57	87	2	-1
57	88	2	-1
57	89	2	1
57	90	2	-1
57	91	2	1
57	92	1	-1
57	93	2	1
57	94	2	1
57	95	2	1
57	96	2	1
57	97	2	1
57	98	2	1
57	99	2	1
57	100	2	-1
58	1	2	1
58	2	1	1
58	3	2	1
58	4	2	1
58	5	2	1
58	6	1	1
58	7	2	1
58	8	2	-1
58	9	2	1
58	10	2	1
58	11	2	-1
58	12	2	1
58	13	2	-1
58	14	2	1
58	15	1	-1
58	16	1	-1
58	17	1	1
58	18	2	1
58	19	2	1
58	20	1	-1
58	21	2	1
58	22	2	1
58	23	1	1
58	24	2	-1
58	25	2	1
58	26	2	1
58	27	1	1
58	28	2	-1
58	29	2	1
58	30	2	-1
58	31	1	-1
58	32	2	1
58	33	2	-1
58	34	2	1
58	35	2	1
58	36	2	-1
58	37	1	1
58	38	1	-1
58	39	2	1
58	40	1	1
58	41	2	1
58	42	2	-1
58	43	2	1
58	44	1	-1
58	45	2	1
58	46	2	1
58	47	1	1
58	48	1	1
58	49	1	-1
58	50	2	-1
58	51	2	-1
58	52	2	1
58	53	1	1
58	54	2	1
58	55	1	1
58	56	1	-1
58	57	2	1
58	58	2	1
58	59	2	-1
58	60	2	1
58	61	1	-1
58	62	1	-1
58	63	2	1
58	64	2	1
58	65	2	1
58	66	2	1
58	67	2	1
58	68	2	1
58	69	1	-1
58	70	1	-1
58	71	2	-1
58	72	2	1
58	73	1	1
58	74	2	1
58	75	2	1
58	76	2	-1
58	77	2	1
58	78	2	1
58	79	2	1
58	80	2	1
58	81	2	1
58	82	2	-1
58	83	2	-1
58	84	1	1
58	85	2	-1
58	86	2	1
58	87	1	-1
58	88	2	-1
58	89	2	1
58	90	2	-1
58	91	2	1
58	92	2	1
58	93	1	1
58	94	1	-1
58	95	1	-1
58	96	1	-1
58	97	2	1
58	98	2	-1
58	99	1	1
58	100	1	-1
59	1	2	1
59	2	1	1
59	3	1	1
59	4	1	-1
59	5	2	-1
59	6	1	-1
59	7	2	1
59	8	2	1
59	9	1	-1
59	10	2	1
59	11	2	-1
59	12	1	-1
59	13	2	1
59	14	2	1
59	15	1	-1
59	16	2	1
59	17	2	1
59	18	2	1
59	19	1	-1
59	20	2	-1
59	21	2	1
59	22	2	1
59	23	1	-1
59	24	1	-1
59	25	2	1
59	26	2	-1
59	27	1	1
59	28	2	1
59	29	2	1
59	30	2	1
59	31	1	1
59	32	2	1
59	33	2	1
59	34	2	1
59	35	1	-1
59	36	2	1
59	37	1	1
59	38	1	1
59	39	1	1
59	40	1	1
59	41	2	-1
59	42	1	-1
59	43	1	1
59	44	2	1
59	45	1	-1
59	46	1	1
59	47	1	-1
59	48	1	-1
59	49	2	1
59	50	2	-1
59	51	2	1
59	52	2	1
59	53	2	1
59	54	1	1
59	55	1	-1
59	56	2	-1
59	57	1	-1
59	58	2	-1
59	59	1	-1
59	60	1	1
59	61	2	1
59	62	1	1
59	63	1	1
59	64	2	1
59	65	2	1
59	66	2	-1
59	67	2	1
59	68	1	-1
59	69	2	1
59	70	2	1
59	71	2	1
59	72	2	1
59	73	1	1
59	74	2	1
59	75	1	-1
59	76	2	1
59	77	1	-1
59	78	2	-1
59	79	2	-1
59	80	2	-1
59	81	1	1
59	82	2	-1
59	83	2	1
59	84	1	1
59	85	1	-1
59	86	1	1
59	87	1	-1
59	88	1	1
59	89	2	1
59	90	2	1
59	91	2	-1
59	92	2	1
59	93	2	-1
59	94	2	1
59	95	2	1
59	96	1	1
59	97	1	-1
59	98	1	1
59	99	1	1
59	100	2	1
60	1	1	1
60	2	2	1
60	3	2	1
60	4	1	-1
60	5	2	-1
60	6	2	1
60	7	1	1
60	8	2	-1
60	9	2	1
60	10	1	-1
60	11	1	-1
60	12	1	-1
60	13	2	1
60	14	2	1
60	15	1	-1
60	16	1	-1
60	17	2	1
60	18	2	1
60	19	2	1
60	20	2	1
60	21	2	1
60	22	2	-1
60	23	1	1
60	24	2	1
60	25	1	-1
60	26	2	1
60	27	2	1
60	28	1	-1
60	29	2	-1
60	30	2	1
60	31	2	1
60	32	2	1
60	33	2	-1
60	34	2	1
60	35	2	1
60	36	2	-1
60	37	2	1
60	38	2	-1
60	39	1	-1
60	40	2	-1
60	41	2	1
60	42	2	-1
60	43	2	1
60	44	1	-1
60	45	2	-1
60	46	1	-1
60	47	2	1
60	48	1	1
60	49	1	1
60	50	2	1
60	51	2	1
60	52	1	-1
60	53	2	-1
60	54	1	-1
60	55	2	-1
60	56	1	1
60	57	1	1
60	58	2	1
60	59	1	-1
60	60	2	1
60	61	1	1
60	62	2	1
60	63	1	1
60	64	1	-1
60	65	1	-1
60	66	2	1
60	67	2	1
60	68	2	1
60	69	1	1
60	70	2	1
60	71	2	-1
60	72	2	1
60	73	2	1
60	74	2	1
60	75	2	1
60	76	2	-1
60	77	1	-1
60	78	2	1
60	79	2	1
60	80	2	1
60	81	1	-1
60	82	2	1
60	83	2	1
60	84	2	-1
60	85	2	-1
60	86	1	-1
60	87	2	1
60	88	2	1
60	89	2	1
60	90	2	1
60	91	2	1
60	92	2	1
60	93	2	1
60	94	2	1
60	95	2	1
60	96	2	-1
60	97	2	1
60	98	2	1
60	99	2	1
60	100	2	1
61	1	1	1
61	2	2	-1
61	3	1	-1
61	4	1	-1
61	5	2	1
61	6	1	1
61	7	2	1
61	8	2	1
61	9	2	1
61	10	1	1
61	11	1	-1
61	12	2	1
61	13	1	1
61	14	1	1
61	15	2	1
61	16	2	1
61	17	1	-1
61	18	2	-1
61	19	1	-1
61	20	2	1
61	21	2	-1
61	22	2	1
61	23	1	-1
61	24	1	-1
61	25	1	1
61	26	2	1
61	27	1	-1
61	28	2	1
61	29	2	1
61	30	2	-1
61	31	2	1
61	32	2	-1
61	33	1	1
61	34	1	-1
61	35	2	-1
61	36	2	1
61	37	2	-1
61	38	2	1
61	39	1	1
61	40	1	-1
61	41	2	1
61	42	2	1
61	43	1	1
61	44	1	1
61	45	1	-1
61	46	2	-1
61	47	1	-1
61	48	2	1
61	49	2	1
61	50	2	1
61	51	2	1
61	52	2	1
61	53	1	-1
61	54	1	-1
61	55	2	1
61	56	1	-1
61	57	2	1
61	58	1	-1
61	59	2	1
61	60	2	1
61	61	2	-1
61	62	2	1
61	63	2	1
61	64	2	1
61	65	2	1
61	66	2	-1
61	67	2	-1
61	68	2	1
61	69	2	1
61	70	2	1
61	71	2	1
61	72	2	-1
61	73	1	1
61	74	1	-1
61	75	2	1
61	76	2	-1
61	77	2	-1
61	78	2	1
61	79	1	1
61	80	2	1
61	81	1	-1
61	82	2	1
61	83	2	1
61	84	2	1
61	85	1	1
61	86	2	1
61	87	2	1
61	88	2	1
61	89	2	-1
61	90	1	1
61	91	1	1
61	92	1	1
61	93	2	1
61	94	1	1
61	95	2	1
61	96	2	1
61	97	1	-1
61	98	2	1
61	99	2	1
61	100	2	1
62	1	1	1
62	2	1	-1
62	3	1	1
62	4	1	1
62	5	1	1
62	6	1	1
62	7	1	-1
62	8	1	1
62	9	1	-1
62	10	1	1
62	11	2	-1
62	12	1	-1
62	13	2	1
62	14	1	1
62	15	2	-1
62	16	2	-1
62	17	1	-1
62	18	2	1
62	19	2	1
62	20	2	1
62	21	1	-1
62	22	1	1
62	23	2	-1
62	24	1	-1
62	25	2	-1
62	26	1	1
62	27	2	1
62	28	2	1
62	29	1	-1
62	30	2	1
62	31	1	-1
62	32	2	1
62	33	1	1
62	34	2	-1
62	35	2	1
62	36	2	1
62	37	1	-1
62	38	1	1
62	39	1	-1
62	40	2	1
62	41	2	1
62	42	2	1
62	43	2	1
62	44	2	-1
62	45	2	1
62	46	2	-1
62	47	2	1
62	48	1	1
62	49	2	1
62	50	2	1
62	51	1	1
62	52	1	-1
62	53	2	1
62	54	2	1
62	55	2	-1
62	56	2	1
62	57	1	-1
62	58	2	1
62	59	2	1
62	60	2	1
62	61	2	1
62	62	2	-1
62	63	1	1
62	64	1	1
62	65	2	1
62	66	2	-1
62	67	1	1
62	68	1	-1
62	69	2	1
62	70	1	1
62	71	2	-1
62	72	2	-1
62	73	1	-1
62	74	2	1
62	75	1	1
62	76	2	1
62	77	2	-1
62	78	2	1
62	79	2	-1
62	80	1	1
62	81	2	1
62	82	1	-1
62	83	1	1
62	84	2	1
62	85	2	1
62	86	2	1
62	87	1	-1
62	88	2	-1
62	89	1	1
62	90	2	1
62	91	2	1
62	92	1	1
62	93	1	-1
62	94	2	1
62	95	1	-1
62	96	2	1
62	97	1	1
62	98	2	1
62	99	2	1
62	100	2	1
63	1	2	1
63	2	2	1
63	3	1	-1
63	4	1	-1
63	5	2	-1
63	6	1	1
63	7	2	1
63	8	1	1
63	9	2	-1
63	10	2	1
63	11	2	-1
63	12	1	-1
63	13	2	1
63	14	2	1
63	15	2	1
63	16	2	-1
63	17	2	1
63	18	2	1
63	19	1	-1
63	20	2	-1
63	21	2	1
63	22	2	-1
63	23	1	-1
63	24	1	1
63	25	1	-1
63	26	2	1
63	27	2	1
63	28	2	1
63	29	1	-1
63	30	1	1
63	31	1	-1
63	32	2	1
63	33	1	1
63	34	1	-1
63	35	2	-1
63	36	2	1
63	37	1	-1
63	38	1	-1
63	39	2	1
63	40	2	1
63	41	2	1
63	42	1	1
63	43	2	-1
63	44	2	1
63	45	1	-1
63	46	1	-1
63	47	2	1
63	48	1	-1
63	49	2	1
63	50	2	-1
63	51	2	1
63	52	2	1
63	53	1	1
63	54	1	-1
63	55	2	1
63	56	2	1
63	57	1	1
63	58	2	-1
63	59	1	1
63	60	2	-1
63	61	2	1
63	62	2	1
63	63	2	1
63	64	2	1
63	65	2	1
63	66	2	1
63	67	2	1
63	68	2	1
63	69	2	1
63	70	1	-1
63	71	2	1
63	72	2	-1
63	73	2	1
63	74	2	1
63	75	2	1
63	76	2	1
63	77	1	-1
63	78	2	1
63	79	2	1
63	80	1	-1
63	81	2	-1
63	82	1	-1
63	83	2	1
63	84	1	-1
63	85	2	1
63	86	2	1
63	87	1	1
63	88	2	1
63	89	1	-1
63	90	2	1
63	91	2	1
63	92	1	1
63	93	1	-1
63	94	2	1
63	95	2	1
63	96	2	1
63	97	2	1
63	98	1	1
63	99	2	1
63	100	2	-1
64	1	2	1
64	2	2	1
64	3	1	1
64	4	1	1
64	5	2	-1
64	6	1	-1
64	7	1	-1
64	8	2	1
64	9	2	-1
64	10	2	1
64	11	2	1
64	12	2	1
64	13	2	1
64	14	2	1
64	15	2	-1
64	16	2	1
64	17	2	1
64	18	2	1
64	19	2	-1
64	20	2	1
64	21	2	1
64	22	2	-1
64	23	2	1
64	24	2	1
64	25	2	1
64	26	2	1
64	27	2	-1
64	28	2	1
64	29	2	1
64	30	2	1
64	31	2	-1
64	32	1	1
64	33	1	-1
64	34	1	-1
64	35	1	1
64	36	1	-1
64	37	2	1
64	38	2	1
64	39	2	1
64	40	2	1
64	41	2	1
64	42	2	-1
64	43	2	1
64	44	1	1
64	45	2	1
64	46	2	1
64	47	2	1
64	48	2	1
64	49	2	1
64	50	2	-1
64	51	1	1
64	52	1	-1
64	53	1	-1
64	54	2	-1
64	55	2	-1
64	56	1	-1
64	57	2	1
64	58	2	-1
64	59	2	-1
64	60	1	-1
64	61	1	-1
64	62	2	1
64	63	2	1
64	64	2	1
64	65	2	1
64	66	2	1
64	67	2	1
64	68	2	1
64	69	2	1
64	70	2	1
64	71	2	-1
64	72	2	1
64	73	2	1
64	74	2	1
64	75	2	1
64	76	2	1
64	77	2	1
64	78	2	1
64	79	2	-1
64	80	2	1
64	81	2	1
64	82	2	1
64	83	2	1
64	84	2	1
64	85	2	1
64	86	2	1
64	87	2	1
64	88	2	1
64	89	2	1
64	90	2	-1
64	91	1	1
64	92	2	1
64	93	2	1
64	94	2	1
64	95	2	1
64	96	2	1
64	97	2	1
64	98	2	1
64	99	2	1
64	100	2	1
65	1	1	1
65	2	1	1
65	3	1	1
65	4	2	-1
65	5	1	-1
65	6	1	-1
65	7	2	1
65	8	2	-1
65	9	2	1
65	10	1	1
65	11	2	1
65	12	1	1
65	13	1	-1
65	14	2	1
65	15	2	-1
65	16	1	1
65	17	2	1
65	18	1	1
65	19	1	1
65	20	1	1
65	21	1	1
65	22	1	-1
65	23	2	1
65	24	2	1
65	25	2	-1
65	26	1	-1
65	27	1	1
65	28	1	-1
65	29	1	1
65	30	1	1
65	31	1	1
65	32	2	1
65	33	1	-1
65	34	1	1
65	35	1	1
65	36	1	1
65	37	2	1
65	38	1	1
65	39	1	1
65	40	2	1
65	41	2	-1
65	42	1	-1
65	43	1	-1
65	44	2	-1
65	45	1	-1
65	46	2	1
65	47	2	1
65	48	2	1
65	49	2	1
65	50	2	1
65	51	2	-1
65	52	2	-1
65	53	1	-1
65	54	2	1
65	55	2	1
65	56	2	1
65	57	2	-1
65	58	2	1
65	59	2	1
65	60	2	1
65	61	1	-1
65	62	2	-1
65	63	2	1
65	64	2	-1
65	65	2	-1
65	66	2	1
65	67	2	1
65	68	2	-1
65	69	2	-1
65	70	1	-1
65	71	2	1
65	72	2	1
65	73	2	-1
65	74	2	-1
65	75	1	1
65	76	1	-1
65	77	1	-1
65	78	2	1
65	79	2	1
65	80	2	-1
65	81	2	1
65	82	2	1
65	83	2	-1
65	84	2	1
65	85	2	1
65	86	2	1
65	87	2	1
65	88	2	1
65	89	2	-1
65	90	1	1
65	91	1	-1
65	92	1	1
65	93	1	1
65	94	1	1
65	95	1	-1
65	96	1	1
65	97	2	1
65	98	2	-1
65	99	2	1
65	100	1	-1
66	1	2	1
66	2	1	1
66	3	2	1
66	4	1	-1
66	5	2	1
66	6	2	1
66	7	2	1
66	8	2	1
66	9	2	1
66	10	2	-1
66	11	2	1
66	12	1	-1
66	13	2	1
66	14	2	1
66	15	2	1
66	16	2	1
66	17	2	1
66	18	2	-1
66	19	2	1
66	20	2	1
66	21	2	1
66	22	2	1
66	23	2	1
66	24	2	1
66	25	2	1
66	26	2	-1
66	27	2	-1
66	28	1	1
66	29	1	1
66	30	1	1
66	31	1	-1
66	32	2	1
66	33	1	-1
66	34	1	1
66	35	1	1
66	36	1	1
66	37	2	1
66	38	2	1
66	39	1	-1
66	40	2	-1
66	41	2	1
66	42	2	-1
66	43	1	-1
66	44	2	1
66	45	2	1
66	46	2	1
66	47	1	1
66	48	2	1
66	49	2	1
66	50	2	1
66	51	2	1
66	52	2	1
66	53	2	1
66	54	2	1
66	55	2	-1
66	56	2	1
66	57	2	1
66	58	1	1
66	59	2	1
66	60	2	1
66	61	2	1
66	62	2	1
66	63	2	1
66	64	2	1
66	65	2	1
66	66	1	-1
66	67	2	1
66	68	2	1
66	69	2	1
66	70	2	1
66	71	2	-1
66	72	2	-1
66	73	1	-1
66	74	2	-1
66	75	1	-1
66	76	1	-1
66	77	1	-1
66	78	2	1
66	79	2	-1
66	80	2	1
66	81	2	1
66	82	2	1
66	83	2	1
66	84	2	1
66	85	2	-1
66	86	2	1
66	87	2	1
66	88	2	1
66	89	2	1
66	90	2	1
66	91	2	1
66	92	2	1
66	93	2	-1
66	94	2	1
66	95	2	1
66	96	2	1
66	97	2	1
66	98	2	1
66	99	2	1
66	100	2	1
67	1	1	-1
67	2	2	1
67	3	2	1
67	4	1	-1
67	5	2	-1
67	6	1	1
67	7	2	1
67	8	1	-1
67	9	1	1
67	10	1	-1
67	11	2	-1
67	12	1	1
67	13	2	1
67	14	2	1
67	15	2	-1
67	16	1	-1
67	17	2	-1
67	18	2	-1
67	19	1	1
67	20	2	1
67	21	2	1
67	22	1	-1
67	23	2	-1
67	24	2	1
67	25	2	1
67	26	2	1
67	27	2	1
67	28	1	-1
67	29	1	1
67	30	1	-1
67	31	1	-1
67	32	1	1
67	33	2	1
67	34	1	-1
67	35	2	-1
67	36	2	1
67	37	1	1
67	38	1	-1
67	39	2	1
67	40	2	1
67	41	1	1
67	42	2	1
67	43	1	-1
67	44	2	-1
67	45	2	-1
67	46	2	1
67	47	1	-1
67	48	1	1
67	49	2	1
67	50	2	1
67	51	1	1
67	52	2	1
67	53	1	1
67	54	2	-1
67	55	1	1
67	56	1	1
67	57	1	-1
67	58	2	-1
67	59	2	1
67	60	1	-1
67	61	2	1
67	62	2	1
67	63	2	1
67	64	1	1
67	65	1	1
67	66	2	1
67	67	1	-1
67	68	2	1
67	69	2	1
67	70	2	1
67	71	2	1
67	72	2	1
67	73	1	-1
67	74	2	1
67	75	2	1
67	76	1	-1
67	77	2	-1
67	78	1	-1
67	79	2	1
67	80	1	-1
67	81	2	1
67	82	2	1
67	83	2	1
67	84	2	-1
67	85	2	1
67	86	2	1
67	87	1	-1
67	88	2	1
67	89	2	1
67	90	2	-1
67	91	2	1
67	92	2	1
67	93	2	-1
67	94	2	1
67	95	2	1
67	96	2	1
67	97	2	1
67	98	2	-1
67	99	2	1
67	100	2	1
68	1	2	1
68	2	1	1
68	3	2	1
68	4	2	1
68	5	2	1
68	6	1	1
68	7	2	1
68	8	2	1
68	9	2	1
68	10	1	1
68	11	2	1
68	12	1	-1
68	13	2	1
68	14	1	1
68	15	2	1
68	16	2	1
68	17	2	-1
68	18	2	-1
68	19	1	-1
68	20	1	1
68	21	2	1
68	22	1	-1
68	23	2	1
68	24	1	-1
68	25	1	-1
